SD;MO;SC;SF;FC;Longname(german);Longname(english)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CompAcsMngt;FDE_SrvSply;Felddatenerfassung Service Anbieter;Field Data Exploitation Service Provider
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CompAcsMngt;MoXETC_Co;Anforderung Werksrollenmodus über Testereingriff;Rolling Road Mode Demand in Plant over Diagnosis Tester
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CompAcsMngt;SignalsExtd_Std;Schnittstelle für das Lesen der ECU-internen Messwerte erweitert;Interface for readout of ECU internal measurement values extended
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CompAcsMngt;Signals_Std;Schnittstelle zum Auslesen von ECU internen  Meßwerten;Interface for readout of ECU internal measurement values
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;;Kunden Diagnosedienste;Customer diagnostic services
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvr;Basic Services für Diagnose Kommunikation;Basic Services for Diagnostics Application
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Actr;BasisServicesApplication - Basis Aktuator Test;BasisServicesApplication - Basic Actuator Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Adap;BasisServicesApplication - Adapter;BasisServicesApplication - Adapter
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Alg;BasisServicesApplication - Vertrauliche Algotihmen;BasisServicesApplication - Confidential algorithms
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_BA;BasisServicesApplication - Basis Aktuator Test;BasisServicesApplication - Base Actuator Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_CARBMode;BasisServicesApplication - UDS Interface Funktion zu den CARB Modes;BasisServicesApplication - UDS Interface function to CARB Modes
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_CBRe;BasisServicesApplication - Customer Bootblock Re-Initialisierung;BasisServicesApplication - Customer Bootblock Re-Initialisierung
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_CheckProg;BasisServicesApplication - Prüfung der Programmiererlaubnis;BasisServicesApplication - Check for Allowance of Programming
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Clbck;BasisServicesApplication - Callback Funktionen;BasisServicesApplication - Callback Functions
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Cod;BasisServicesApplication - Kodierung;BasisServicesApplication - ECU Coding
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Cod2;BasisServicesApplication - Codierung 2 (Login);BasisServicesApplication - Coding2 (Login)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Compr;BasisServicesApplication - Kompressions-Test;BasisServicesApplication - Compression test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_DDDI;BasisServicesApplication - Dynamically Define Data Identifier;BasisServicesApplication - Dynamically Define Data Identifier
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_DFES;Basis Services Application for Diagnostic Fault Event Storage;Basis Services Application for Diagnostic Fault Event Storage
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_DiagCom;BasisServicesApplication - Diagnose Kommunikation;BasisServicesApplication - Diagnostic Communication
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_DSM;BasisServicesApplication - Kundenspezifische DSM Aufrufe;BasisServicesApplication - Customized calls to DSM
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_EDat;BasisServicesApplication - Ausgabe der Daten für Service 0x22;BasisServicesApplication - Data for Service 0x22
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_EKP;BasisServicesApplication - Ansteuerung der elektrischen Kraftstoffpumpe;BasisServicesApplication - Control of fuel pump
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Env;BasisServicesApplication - Aufbereitung der erweiterten Umweltbedingungen;BasisServicesApplication - Extended environment data
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_ExtDId;BasisServicesApplication - Funktionen für die erweiterte SG Identifikation;BasisServicesApplication - Functions for extended ECU identification
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_ExtdSigBlks;BasisServicesApplication - Erweiterte SG Identifikation via Ausgabe Messwerteblöcke.;BasisServicesApplication - Extended ECU Identification via signal block output.
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_FCod;BasisServicesApplication - Funktionskodierung;BasisServicesApplication - Function Coding
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_HWVs;BasisServicesApplication - Erkennung Serien/Mustergerät;BasisServicesApplication - Detection of series or development ECU
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Ifc;BasisServicesApplication - I14230 and I14229 services related function interfaces;BasisServicesApplication - I14230 and I14229 services related function interfaces
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_IOCtl;BasisServicesApplication - Input Output Control;BasisServicesApplication - Input Output Control
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_IUMP;BasisServicesApplication - In Use Monitoring Performance;BasisServicesApplication - In Use Monitoring Performance
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_LCod;BasisServicesApplication - Lange Variantenkodierung;BasisServicesApplication - Long Variant coding
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Mute;BasisServicesApplication - Ein- Ausschalten von zyklischen CAN-Botschaften;BasisServicesApplication - Switch on off of cyclic CAN messages
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Pflt;BasisServicesApplication - DPF emergency regeneration start function;BasisServicesApplication - DPF emergency regeneration start function
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_PMode;BasisServicesApplication - Produktionsmode für Bandende;BasisServicesApplication - Production mode for EndOfLine
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_RC;BasisServicesApplication - Routine control;BasisServicesApplication - Routine control
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_RDPI;BasisServicesApplication - Read Data By Periodic Identifier;BasisServicesApplication - Read Data By Periodic Identifier
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_RdSg;BasisServicesApplication - ReadDiagnosticSignal;BasisServicesApplication - ReadDiagnosticSignal
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Rdtc;BasisServicesApplication - Kundenspezifische Funktionen des Service Read DTC;BasisServicesApplication - Customized functions of the service Read DTC
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_ROE;BasisServicesApplication - Response On Event;BasisServicesApplication - Response On Event
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_RWId;BasisServicesApplication - Zugriff auf Identifier;BasisServicesApplication - Identifier access
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_RWMem;BasisServicesApplication - Speicherzugriff;BasisServicesApplication - Memory access
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_SecC;BasisServicesApplication - Test der Startbedingungen der Services (0x85), (0x28);BasisServicesApplication - Check of start conditions of services (0x85), (0x28)
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_SesCtl;BasisServicesApplication - Diagnostic session control Verhalten;BasisServicesApplication - Diagnostic session control handling
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_ShoTripHvb;Kurztrip Laden HV-Batterie;Short trip test for High voltage battery charging
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_SiaCom;BasisServicesApplication - Tester-Kommunikation Schnittstelle Communication Interface to SIA;BasisServicesApplication - Tester Communication Interface to SIA
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Sig;BasisServicesApplication - Berechnung von Messwerten für die Ausgabe von Signalen;BasisServicesApplication - Calculation of values for measurment signals
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrappl_Sig2SG;BasisServicesApplication - Berechnung von Messwerten für die Ausgabe von Signalen für 2 Steuergeräte;BasisServicesApplication - calculation of measurement values for 2ECU-System
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Signals;BasisServicesApplication - Signal Konfiguration für Kundenprojekte;BasisServicesApplication - Signal configuration for customer project
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_St;BasisServicesApplication - Short Trips;BasisServicesApplication - Short Trips
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Status;BasisServicesApplication - Zugriff auf ECU-Statusinformationen;BasisServicesApplication - Access to ECU status information
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Std;BasisServicesApplication - Standard Umgebung;BasisServicesApplication - StandardEnvironment
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_Std_SysConst;BasisServicesApplication - Systemkonstanten;BasisServicesApplication - System Constants
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StEtcData;BasisServicesApplication - Short Trip ETC Schnittstelle;BasisServicesApplication - Short Trip ETC Interface
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StFM;BasisServicesApplication - Short Trip Fehlerspeicher Handling;BasisServicesApplication - Short Trip Fault Code Memory Handling
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StLib;BasisServicesApplication - Bibliotheksfunktionen des Testerservices Short Trip;BasisServicesApplication - Library Functions for tester service Short Trip
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StSdT;BasisServicesApplication - Short Trip Standard Test;BasisServicesApplication - Short Trip Standard Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StSdTSel;BasisServicesApplication - Short Trip Standard Test Auswahl;BasisServicesApplication - Short Trip Standard Test Selection
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT1;BasisServicesApplication - Standard Test, Test ID 1-8, 12;BasisServicesApplication - Test ID 1-8, 12: Standard Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT10;BasisServicesApplication - Test ID 10: Automatische Grundeinstellung für EGR Test;BasisServicesApplication - Test ID 10: automatic base adaption for EGR Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT102;BasisServicesApplication - Kurztrip 102: Tankentleerung;BasisServicesApplication - Short trip 102: Tank discharge
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT11;BasisServicesApplication - Test ID 11: Automatische Grundeinstellung für PCR Test;BasisServicesApplication - Test ID 11: automatic base adaption for PCR Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT12;BasisServicesApplication - Test ID 12: Frei applizierbarer Standardtest;BasisServicesApplication - Test ID 12: Free calibrateable Standard test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT13;BasisServicesApplication - Test ID 13: Überwachung der Temperatur vor Turbolader auf Regelabweichung;BasisServicesApplication - Test ID 13: monitoring of control deviation of the temperature before Turbo
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT14;BasisServicesApplication - Test ID 14: LSU (Überwachung der Lambdasonde );BasisServicesApplication - Test ID 14: monitoring of lambda probe LSU
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT15;BasisServicesApplication - Test ID 15-25: Stellglied Test;BasisServicesApplication - Test ID 15-25: Actuator Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT153;Kurztripp Diagnose AGR Highflow für VW AUDI;ShortTrip Diagnosis AGR Highflow for VW AUDI
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT158;Basic Services Application-Test ID 158 -Quickstart Test für parametrierte Drehzahlanhebung zur Abgasmessung;Basic Services Application-Test ID 158 for Constant Engine Speed Test.
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT16;BasisServicesApplication - Test ID 16: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 16: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT17;BasisServicesApplication - Test ID 17: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 17: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT18;BasisServicesApplication - Test ID 18: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 18: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT19;BasisServicesApplication - Test ID 19: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 19: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT2;BasisServicesApplication - Test ID 2: Frei applizierbarer Standardtest;BasisServicesApplication - Test ID 2: Free calibrateable Standard test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT20;BasisServicesApplication - Test ID 20: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 20: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT21;BasisServicesApplication - Test ID 21: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 21: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT22;BasisServicesApplication - Test ID 22: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 22: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT23;BasisServicesApplication - Test ID 23: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 23: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT24;BasisServicesApplication - Test ID 24: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 24: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT25;BasisServicesApplication - Test ID 25: Frei applizierbarer Stellgliedtest;BasisServicesApplication - Test ID 25: Free calibrateable Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT26;BasisServicesApplication - Test ID 26-32: Grundeinstellung;BasisServicesApplication - Test ID 26-32: Base setting
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT27;BasisServicesApplication - Test ID 27: Grundeinstellungstest;BasisServicesApplication - Test ID 27: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT28;BasisServicesApplication - Test ID 28: Grundeinstellungstest;BasisServicesApplication - Test ID 28: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT29;BasisServicesApplication - Test ID 29: Grundeinstellungstest;BasisServicesApplication - Test ID 29: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT3;BasisServicesApplication - Test ID 3: Frei applizierbarer Standardtest;BasisServicesApplication - Test ID 3: Free calibrateable Standard test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT30;BasisServicesApplication - Test ID 30: Grundeinstellungstest;BasisServicesApplication - Test ID 30: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT31;BasisServicesApplication - Test ID 31: Grundeinstellungstest;BasisServicesApplication - Test ID 31: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT32;BasisServicesApplication - Test ID 32: Grundeinstellungstest;BasisServicesApplication - Test ID 32: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT33;BasisServicesApplication - Test ID 13: Partikelfilternotregeneration;BasisServicesApplication - Test ID 13:  Diesel particular filter emergency regeneration
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT34;BasisServicesApplication - Test ID 34: Rücksetzen der Lernwerte der Lambdasonde;BasisServicesApplication - Test ID 34: reset learning values of Lambda probe
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT35;BasisServicesApplication - Test ID 35: Rücksetzen der Lernwerte des Partikelfilters;BasisServicesApplication - Test ID 35: reset learning values of Diesel particular filter
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT36;BasisServicesApplication - Test ID 36: Rücksetzen der Lernwerte des Differenzdruckgebers;BasisServicesApplication - Test ID 36: reset learning values of differential pressure sensor
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT37;BasisServicesApplication - Test ID 37: Rücksetzen der Lernwerte des Katalysators;BasisServicesApplication - Test ID 37: reset learning values of catalyst
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT38;BasisServicesApplication - Test ID 38: Grundeinstellungstest;BasisServicesApplication - Test ID 38: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT39;BasisServicesApplication - Test ID 39: Grundeinstellungstest;BasisServicesApplication - Test ID 39: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT4;BasisServicesApplication - Test ID 4: Frei applizierbarer Standardtest;BasisServicesApplication - Test ID 4: Free calibrateable Standard test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT40;BasisServicesApplication - Test ID 40: Grundeinstellungstest;BasisServicesApplication - Test ID 40: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT41;BasisServicesApplication - Test ID 41: Grundeinstellungstest;BasisServicesApplication - Test ID 41: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT42;BasisServicesApplication - Test ID 42: Grundeinstellungstest;BasisServicesApplication - Test ID 42: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT43;BasisServicesApplication - Test ID 43: Grundeinstellungstest;BasisServicesApplication - Test ID 43: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT44;BasisServicesApplication - Test ID 44: Grundeinstellungstest;BasisServicesApplication - Test ID 44: Base Actuator test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT45;BasisServicesApplication - Test ID 45: Schnelladaption des Differenzdrucksensors;BasisServicesApplication - Test ID 45: Fast adaption of differntial pressure sensor
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT46;BasisServicesApplication - Test ID 46: CRS Diagnose Abschalttest;BasisServicesApplication - Test ID 46: CRS Diagnosis Shut Off Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT47;BasisServicesApplication - Test ID 47: CRS Diagnose Hochlauftest;BasisServicesApplication - Test ID 47: CRS Diagnosis Run Up Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT48;BasisServicesApplication - Test ID 48: CRS Diagnose Niederdrucktest;BasisServicesApplication - Test ID 48: CRS Diagnosis LowPressure Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT49;BasisServicesApplication - Test ID 49: CRS Diagnose Hochdrucktest;BasisServicesApplication - Test ID 49: CRS Diagnosis HighPressure Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT5;BasisServicesApplication - Test ID 5: Frei applizierbarer Standardtest;BasisServicesApplication - Test ID 5: Free calibrateable Standard test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT50;BasisServicesApplication - Test ID 50: CRS Diagnose Kompressionstest;BasisServicesApplication - Test ID 50: CRS Diagnosis Compression Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT51;BasisServicesApplication - Test ID 51: CRS Diagnose PCV Hysteresetest;BasisServicesApplication - Test ID 51: CRS Diagnosis PCV Hysterese Test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT52;BasisServicesApplication - Test ID 52: Öldruckumschaltventil;BasisServicesApplication - Test ID 52: Oil pressure switch
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT53;BasisServicesApplication - Test ID 53: Kick Down Lernfunktion;BasisServicesApplication - Test ID 53: Kick Down Learn Adaption
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT54;BasisServicesApplication - Test ID 54: Injektordiagnose;BasisServicesApplication - Test ID 54: Injector diagnosis
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT55;BasisServicesApplication - Test ID 55: SCR Motortest;BasisServicesApplication - Test ID 55: SCR engine test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT56;BasisServicesApplication - Test ID 56: Motor-Stopp;BasisServicesApplication - Test ID 56: engine stop
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT57;Test ID 57: Rücksetzen der Lernwerte des Differenzdruckgebers auf Bank 2;Test ID 57: reset of learning values of difference pressure sensor on bank 2
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT58;Test ID 58 Rücksetzen der Lernwerte des Partikelfilters auf Bank 2;Test ID 58 Reset of estimated values for particle filter bank 2
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT6;BasisServicesApplication - Test ID 6: Frei applizierbarer Standardtest;BasisServicesApplication - Test ID 6: Free calibrateable Standard test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT61;BasisServicesApplication - Test ID 61: Getriebeadaption;BasisServicesApplication - Test ID 61: Gear box adaption
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT62;BasisServicesApplication - Test ID 62: Short Trip Einzeltest zur Prüfung Lambdasonde 1;BasisServicesApplication - Test ID 62: Short Trip single test for lambda sensor 1
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT63;BasisServicesApplication - Test ID 63: Short Trip Einzeltest zur Prüfung Lambdasonde 2;BasisServicesApplication - Test ID 63: Short Trip single test for lambda sensor 2
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT64;BasisServicesApplication - Test ID 64: Short Trip Einzeltest zur Prüfung des NOx Sensors;BasisServicesApplication - Test ID 64: Short Trip single test for Nox sensor
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT65;BasisServicesApplication - Test ID 65: Short Trip Einzeltest zur Prüfung des Zylinderdrucksensors;BasisServicesApplication - Test ID 65: Short Trip single test for pressure sensor of piston
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT66;BasisServicesApplication - Test ID 66: LSU Test;BasisServicesApplication - Test ID 66: Test for LSU
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT67;BasisServicesApplication - Test ID 67: NOx1 Test;BasisServicesApplication - Test ID 67: Test for NOx1
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT68;BasisServicesApplication - Test ID 68: NOx2 Test;BasisServicesApplication - Test ID 68: Test for NOx2
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT69;BasisServicesApplication - Test ID 69: Test für CCP;BasisServicesApplication - Test ID 69: Test for CPP
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT7;BasisServicesApplication - Test ID 7: Frei applizierbarer Standardtest;BasisServicesApplication - Test ID 7: Free calibrateable Standard test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT70;BasisServicesApplication - Test ID 70: Test für SCR;BasisServicesApplication - Test ID 70: Test for SCR
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT71;BasisServicesApplication - Test ID 71: Short Trip Automatische Grundeinstellung für PCR Test 2;BasisServicesApplication - Test ID 71: Short Trip automatic basic adjustment of PCR Test 2
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT72;BasisServicesApplication - Test ID 72: Automatische Grundeinstellung für EGRLP Test;BasisServicesApplication - Test ID 72: Automatic base setting for EGRLP test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT73;BasisServicesApplication - Test ID 73: Automatische Grundeinstellung für ExhFlpLP Test;BasisServicesApplication - Test ID 73: Automatic base setting for ExhFlpLP test
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT74;BasisServicesApplication - Test ID 74: Rücksetzen der Lernwerte des Raildruckventils;BasisServicesApplication - Test ID 74: Reset adaption values of rail pressure control valve
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT75;BasisServicesApplication - Test ID 75: AGR-Kühler-Regeneration;BasisServicesApplication - Test ID 75: EGR cooler regeneration
SD_Infra;MO_EcuGenFct;SC_EcuDiag;SF_CustDiag;BasSvrAppl_StT76;BasisServicesApplication - Test ID 76: Kühlmittelbefüllung;BasisServicesApplication - Test ID 76: Coolant charging
